Source ID *,Question ID *,Question type *,Question *,Option A,Option B,Option C,Option D,Option E,Options F...,Correct Answer *,Correct Answer 2,Correct Answer 3,Hint 1,Hint 2,Hint 3,Hint 4,Hint 5,Hint 6+
Exercise_4_-_Creating_and_renaming_folders,3155f9d503c3462ea2fbf1a4ee6cafdb,single_selection,"1\. Write the full meaning of the following abbreviations 

HTML 

HTTP 

URL 

WWW",,,,,,,,,,,,,,,
Exercise_4_-_Creating_and_renaming_folders,37c16b0735aa4bfaae11b3f03bf1257d,single_selection,Create a folder on your computer and name it 'practicals'.,,,,,,,,,,,,,,,
Exercise_4_-_Creating_and_renaming_folders,13f01e9260c742e184ebe9a71fbb7678,single_selection,1\. How would you create a folder on a desktop?,,,,,,,,,,,,,,,
Exercise_4_-_Creating_and_renaming_folders,138d6ba66d904547bcc062b8f4ed7eeb,single_selection,How would you explain the term folder to a friend?,,,,,,,,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,579f8546136d4146a603889ee83ac8cb,single_selection,$$\frac{5}{6}$$ ……………….. $$\frac{7}{10}$$,<,>,#ERROR!,,,,>,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,49a7e9d9e99d4221b32d444952b9164c,single_selection,$$\frac{6}{7}=\frac{48}{55}$$,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,8138893bd15a4092b54517442d4d5339,single_selection,![](exerciseimages/3e0c7cc427319ec5ecb0885a9788d5ab.png),TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,2844259a803d43a8916aa5ef9ee4a3d0,single_selection,$$\frac{5}{8}<\frac{9}{10}$$,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,77fc285aeb1a4d42b0bcc9a8492f881c,single_selection,What is the difference between $$1\frac{3}{4}and\frac{1}{2}$$ ?,$$1\frac{1}{2}$$,$$1\frac{1}{4}$$,$$1\frac{3}{4}$$,$$1\frac{2}{4}$$,,,$$1\frac{2}{4}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,aee6f6c540d1487d831bcba7e5924d6c,single_selection,$$\frac{1}{4}>\frac{2}{3}$$,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,84d7f4643e914a5cb1fa8c21137a5a39,single_selection,What is the sum $$2\frac{7}{12}$$ and $$3\frac{5}{8}$$ ?,$$1\frac{5}{24}$$,$$5\frac{5}{24}$$,$$6\frac{5}{24}$$,$$7\frac{5}{24}$$,,,$$6\frac{5}{24}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,428bae1348aa447896abc3d0e6cac6ca,single_selection,What is the sum $$2\frac{7}{12}$$ and $$3\frac{5}{8}$$ ?,$$1\frac{5}{24}$$,$$5\frac{5}{24}$$,$$6\frac{5}{24}$$,$$7\frac{5}{24}$$,,,$$6\frac{5}{24}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,0267845de26e4c2693a37c3267df5d3f,single_selection,"$$\frac{1}{4}$$ is the least among the fractions $$\frac{1}{4},\frac{1}{3},\frac{2}{5},\frac{1}{2}$$",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,6b7cf62b91b04f0c907c3d6cbd86db3d,single_selection,"$$\frac{1}{4}$$ is the least among the fractions $$\frac{1}{4},\frac{1}{3},\frac{2}{5},\frac{1}{2}$$",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,58015f9203a84d53bcb442a41897ff16,single_selection,$$\frac{2}{5}$$ of a class’ timetable is given to mathematics and $$\frac{3}{10}$$ to English. What fraction is left for the other subjects?,$$\frac{3}{5}$$,$$\frac{7}{10}$$,$$\frac{2}{5}$$,$$\frac{3}{10}$$,,,$$\frac{3}{10}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,8ddf5e32d0f24d9999a9348348027fed,single_selection,![](exerciseimages/4783a132eb5c18aea6cc13874cc2f923.png),A,B,C,D,,,A,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,1264206ceae74a5d82e32a20fcd54345,single_selection,![](exerciseimages/4783a132eb5c18aea6cc13874cc2f923.png),A,B,C,D,,,A,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,4ea1363a164740b98240761910b1084d,single_selection,$$1\frac{1}{2}+\frac{1}{4}$$,$$\frac{3}{4}$$,$$\frac{1}{4}$$,$$1\frac{3}{4}$$,$$1\frac{1}{4}$$,,,$$1\frac{3}{4}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,b6e38123c2fc43b9b770f628372ae021,single_selection,![](exerciseimages/8291b7b35399902c22e193727ec2f43b.png),A,B,C,D,,,B,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,96188030c46646a08baaa1faf63c3b0d,single_selection,![](exerciseimages/8291b7b35399902c22e193727ec2f43b.png),A,B,C,D,,,B,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,0e8cb294ef65483c9bd4c30f1cb613eb,single_selection,$$4\frac{1}{6}-3\frac{3}{8}=$$,$$3\frac{8}{24}$$,$$3\frac{3}{8}$$,$$\frac{18}{24}$$,$$\frac{19}{24}$$,,,$$\frac{19}{24}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,909b03ad62004269b92a84ae7d01e1f8,single_selection,$$4\frac{1}{6}-3\frac{3}{8}=$$,$$3\frac{8}{24}$$,$$3\frac{3}{8}$$,$$\frac{18}{24}$$,$$\frac{19}{24}$$,,,$$\frac{19}{24}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,7d1d908d48a5408190e53a1cd94266e2,single_selection,![](exerciseimages/1275df9080ea4464c2694bf0d62baa97.png),A,B,C,D,,,C,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,903e8789e28845119f05da3d46461d0a,single_selection,![](exerciseimages/1275df9080ea4464c2694bf0d62baa97.png),A,B,C,D,,,C,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,70898bec63314b1c9ec78436058b3d9e,single_selection,$$\frac{9}{10}-\frac{1}{4}$$ =,$$\frac{18}{20}$$,$$\frac{8}{4}$$,$$\frac{8}{12}$$,$$\frac{13}{20}$$,,,$$\frac{13}{20}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,02aac32014974f3ab931bbff39ca250c,single_selection,$$\frac{9}{10}-\frac{1}{4}$$ =,$$\frac{18}{20}$$,$$\frac{8}{4}$$,$$\frac{8}{12}$$,$$\frac{13}{20}$$,,,$$\frac{13}{20}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,d5b3a2bfad5e4932b0e39bf6034d9911,single_selection,$$\frac{3}{4}+\frac{5}{8}=$$,$$\frac{6}{8}$$,$$\frac{11}{8}$$,$$\frac{1}{4}$$,$$\frac{8}{12}$$,,,$$\frac{11}{8}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,026f74d07c384a5593db9f9ac5edbdf4,single_selection,$$\frac{3}{4}+\frac{5}{8}=$$,$$\frac{6}{8}$$,$$\frac{11}{8}$$,$$\frac{1}{4}$$,$$\frac{8}{12}$$,,,$$\frac{11}{8}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,dd81151df941496eb8d0629d88ef7d2c,single_selection,"Arrange these fractions 3/4 , 2/3, 4/5 in ascending order of magnitude.","3/4, 2/3, 4/5","4/5, 2/3, 3/4","4/5, 3/4, 2/3","2/3, 3/4, 4/5",,,"2/3, 3/4, 4/5",,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,fd7f6b7601934bbc9179afd6c6148475,single_selection,"Arrange these fractions 3/4 , 2/3, 4/5 in ascending order of magnitude.","3/4, 2/3, 4/5","4/5, 2/3, 3/4","4/5, 3/4, 2/3","2/3, 3/4, 4/5",,,"2/3, 3/4, 4/5",,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,61ad4dbc982a4636bb5b2efc9473abd3,single_selection,"Arrange these fractions 3/4 , 2/3, 4/5 in ascending order of magnitude.","3/4, 2/3, 4/5","4/5, 2/3, 3/4","4/5, 3/4, 2/3","2/3, 3/4, 4/5",,,"2/3, 3/4, 4/5",,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,4c5d7389910b43699189f52a47190e3b,single_selection,$$\frac{8}{12}-\frac{3}{12}$$ =,$$\frac{5}{12}$$,$$\frac{1}{2}$$,1,$$\frac{7}{12}$$,,,$$\frac{5}{12}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,338c584fb39749c6b65e503e2ba825bd,single_selection,$$\frac{8}{12}-\frac{3}{12}$$ =,$$\frac{5}{12}$$,$$\frac{1}{2}$$,1,$$\frac{7}{12}$$,,,$$\frac{5}{12}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,fce074f91f874d0ab2d00dea024697cc,single_selection,"Select the right options. 

 $$\frac{5}{10}$$ + $$\frac{4}{10}$$ =",$$\frac{1}{10}$$,$$\frac{9}{10}$$,$$\frac{1}{5}$$,$$\frac{1}{4}$$,,,$$\frac{9}{10}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,b6b20174d4244298bca9bb131a63643b,single_selection,"Select the right options.

 $$\frac{5}{10}$$ + $$\frac{4}{10}$$ =",$$\frac{1}{10}$$,$$\frac{9}{10}$$,$$\frac{1}{5}$$,$$\frac{1}{4}$$,,,$$\frac{9}{10}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,327b70bb038f46e8ab0ce2a72038c06c,single_selection,D∩C = C∩E,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,2ebf22e15be34f07a2ab456e760c268d,single_selection,B∪C = A,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,5be426dc902c4c0785fb43df348fecdf,single_selection,A∩B = B,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,0002652d2e7c4f538a9202cd72feb274,single_selection,D∪E = C,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,2ee0899991e24f8f902661da85f9f80e,single_selection,"For questions 16 to 20, State whether or not the statement is true or false given that 

A = {1,2,3,.......... 10} 

B = {2,4,5,6,7} 

C= {1,3,5,7,9} 

D = {1,3,5,7} 

E = {3,5,7,9} 

D∩C = C",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,54330f011c1b4c00a79d61c67fceaf6a,single_selection,2…………………………{Prime Factor of 12},∈,∉,,,,,∈,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,be13eb7e7fe446228916b01b844a32a9,single_selection,L…………………………..L,⊂,⊄,,,,,⊂,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,485da9d9cd8444298d43dc63d1d3a7fd,single_selection,1\. Accra…………………..{Countries in Africa},∈,∉,,,,,∉,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,672ff2aaa62c4fd4b0a6d7afb0ba8003,single_selection,$$\frac{42}{56}$$ ……………….. $$\frac{6}{8}$$,<,>,#ERROR!,,,,#ERROR!,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,c9e5b388174848cfb08a7a0833a0dbe6,single_selection,{}………………………….K,⊂,⊄,,,,,⊂,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,1604ed0ee0b34708bfdba9392e2ff8f9,single_selection,16\. _________,Infinite Set,Unit Set,Empty Set,Finite Set,,,Infinite Set,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,048174f734614e0d9515d79d1fafa7d1,single_selection,1\. June……………………{months with 31 day},∈,∉,,,,,∉,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,4d8db3798f2347efae253af128e2a892,single_selection,$$\frac{2}{7}$$ ……………….. $$\frac{16}{56}$$,<,>,#ERROR!,,,,#ERROR!,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,9213abce338546fcb9b73e57dd981314,single_selection,K…………………………..L,⊂,⊄,,,,,⊄,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,2cc65a1c413348229c5a697228849a74,single_selection,14\. _________,Infinite Set,Unit Set,Empty Set,Finite Set,,,Finite Set,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,cac83785be944b7496e52e1db4ad5b42,single_selection,6……………………….{Factors of 10},∈,∉,,,,,∉,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,1045e924e8514c688bd85ae9ee666d69,single_selection,$$\frac{12}{15}$$ ………………..$$\frac{3}{5}$$,<,>,#ERROR!,,,,>,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,b28f71005ad64691a41d30ec0e0d3c9c,single_selection,L…………………………..J,⊂,⊄,,,,,⊂,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,d7a7374adaac4a53beafe0af3ace62f9,single_selection,13\. _________,Infinite Set,Unit Set,Empty Set,Finite Set,,,Infinite Set,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,5fc77a9c4d274963b0de8518b0df5338,single_selection,1\. 48…………………………..{multiples of 4},∈,∉,,,,,∈,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,b6b145c256314ce0b6186b256330b2bf,single_selection,"For question 11 to 15, fill in the space with the symbol <,> or = 

 $$\frac{3}{8}$$ ……………….. $$\frac{1}{3}$$",<,>,#ERROR!,,,,>,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,2add317507de4b60ac18551a26dac339,single_selection,"For question 11 to 15, fill in the space with the symbol ⊂ or ⊄, given that. 

J= {2,3,4,5,6,7}, K = {2,4,7,8} and L= {2,4} 

K…………………………..J",⊂,⊄,,,,,⊄,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,93518df5c0b243c8b928e0f353762de1,single_selection,12 _________,Infinite Set,Unit Set,Empty Set,Finite Set,,,Empty Set,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,5d3fcec03fff4408a9ce90d28d2dca6e,single_selection,orange …………………..{Fruits},∈,∉,,,,,∈,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,53c4d9fa94be437aaf7b28b445135456,single_selection,"![](exerciseimages/76479858d9974d81cfd7bdc2ddb04c59.png)

11. _________",Infinite Set,Unit Set,Empty Set,Finite Set,,,Unit Set,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,9414a0f222734cc48499c954a6354af5,single_selection,"n(R) =7,R={whole numbers less than 7}",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,f3f1e72f584a41a385d6671edd392821,single_selection,"Given set P = Q, then",P is a union of Q,P is a member of Q,P belongs to Q,P is a subset of Q,,,P is a subset of Q,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,c4bdb95886374883adce931f3eb214a3,single_selection,Q and S are equivalent sets.,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,ca65371e493a48909dd01e2e4007859b,single_selection,"Given that p={a,b,c,d} then a ∉ p",TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,0fe9d63330f44ab981822a33dd0aa9ac,single_selection,Which of the sets is a subset of every set,{},{∅},{0},{1},,,{},,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,dc7b008c3a72449792115cf0abeac5da,single_selection,S is an empty set,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,a95526a4d96e4f5c94b2b0a5d60d918e,single_selection,"When listing the members of a set ,comas are used to separate the members of the set.",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,6c3822ab23fd4d7eb4a1660963c5f70a,single_selection,$$\frac{2}{5}$$ of a class’ timetable is given to mathematics and $$\frac{3}{10}$$ to English. What fraction is left for the other subjects?,$$\frac{3}{5}$$,$$\frac{7}{10}$$,$$\frac{2}{5}$$,$$\frac{3}{10}$$,,,$$\frac{3}{10}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,02f6265e87484ef2bf9eb630add42c51,single_selection,"If X⊂Y, it means",X is contained in Y,X is not contained in y,Y is contained in X,Y is not contained in X,,,X is contained in Y,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,01186bd642e54ef4980ec4f92ae5abb5,single_selection,R is infinite set,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,06ec586b176643f3957f9c6692c230d5,single_selection,Set are denoted by lower case letters,TRUE,FALSE,,,,,FALSE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,3b2a59e8e29648f591017c2cfe68bb1a,single_selection,$$\frac{1}{3}-\frac{1}{2}+\frac{2}{5}$$,$$\frac{17}{30}$$,$$\frac{13}{30}$$,$$\frac{7}{30}$$,$$\frac{14}{30}$$,,,$$\frac{7}{30}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,49dd1311cc91427aa04b5c10f99b2f8c,single_selection,"$$\frac{2}{5},\frac{3}{5},\frac{4}{5}$$ and $$\frac{1}{3},\frac{3}{8},\frac{6}{12}$$ are both in ascending order of magnitude.",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,f37766d038ff4fd0949c99427a98670e,single_selection,"$$\frac{2}{5},\frac{3}{5},\frac{4}{5}$$ and $$\frac{1}{3},\frac{3}{8},\frac{6}{12}$$ are both in ascending order of magnitude.",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,015a15a6787a4e11a8d2bedaafecc9b4,single_selection,"Find the union of S and T if S = {whole numbers}, T = {natural numbers}",{Natural numbers},{whole numbers},{whole/natural numbers},{},,,{whole numbers},,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,b2cc69a7222f4cbaa9cac20c0950055c,single_selection,Q is a unit set,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,69d6643236ec491c9df965ccbcbbaf36,single_selection,"The symbol mean ""is not a member of""",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,f0e6d1a6b71c465b87c1378730acea7a,single_selection,$$1\frac{1}{2}+\frac{1}{4}$$,$$\frac{3}{4}$$,$$\frac{1}{4}$$,$$1\frac{3}{4}$$,$$1\frac{1}{4}$$,,,$$1\frac{3}{4}$$,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,bd11362fd16b4542910a91190cd577f0,single_selection,"Given that H = {Prime factors of 15} 

I = {Prime factors of 14} 

Find HUI?","{1,2,3,5}","{2,7,14,15}","{2,3,14,15}","{2,3,5,7}",,,"{2,3,5,7}",,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,445656a0d23148b48191fd9d2b132033,single_selection,"For question 6 to 10, state whether or not the statement is true or false, given that 

P= {odd numbers greater than 5} 

Q={Odd numbers between 1 and 4} 

R={Odd numbers from 3 to 9} 

S={odd numbers greater than 8 but less than 9} 

P is an infinite set",TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,fa4ba55426e64b8eb7f6737fc63f5124,single_selection,The elements of a set is the same as its member,TRUE,FALSE,,,,,TRUE,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,eb68e6df00824ff988d3a8970fe28b99,single_selection,If P = {students in a school} and Q = {boys in the school} find P∩Q?,{boys in the school},{girls in the school},{student in the school},{boys and girls in the school},,,{boys in the school},,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,4bf7edf7a2804188964ed0e43e13f7ef,single_selection,"1\. P={Prime numbers between 2 and 3} 

Which type of set is P?",Empty,Unit,Finite,Infinite,,,Empty,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,2512b95c418c4eb881b35e7a8d47fb69,single_selection,Find the set of prime factors of 12.,{3},"{2,7}","{4,11}","{2,3}",,,"{2,3}",,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,e513b9074c2f42a3860d7341b4e683c0,single_selection,"Find A B, if A = {multiples of 5 less than 20} and B = {multiples of 4 less than 20}",{},{4},{5},{20},,,{},,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,24c1a2fad56e402aa16d1f6ba5903b22,single_selection,Which one of the following is a finite set?,{Integers less than 3},{Integers greater than 3},{Natural numbers less than 3},{ Natural numbers greater than 3},,,{Natural numbers less than 3},,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,ac59306e79a24a29bb72c9ca130b12f5,single_selection,"If the set of Q={0,1,2,3,4,},which of the following statements best describes Q?",set of whole numbers less than 5,set of counting numbers less than 5,set of integers less than 5,set of prime numbers less than 5,,,set of whole numbers less than 5,,,,,,,,
Exercise_5_-_Addition_and_subtraction_of_fractions,91618f941ee7454480ad8752ea0f169e,single_selection,Which of the following sets is a universal set for the other three sets,The set of even natural numbers,The set of odd natural numbers,The set of negative numbers,The Set of integers,,,The Set of integers,,,,,,,,
